City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
6167817,Torbay,CA,47.6666,-52.7314,34.02,86,40,12.66
1254046,Tura,IN,25.5198,90.2201,65.89,25,0,3.42
2164837,Goulburn,AU,-34.75,149.7167,52.34,77,92,7.56
2027042,Batagay-Alyta,RU,67.8006,130.4114,-34.02,79,17,1.95
1249931,Beruwala,LK,6.4788,79.9828,75.69,78,2,2.55
699061,Novovasylivka,UA,46.8315,35.7536,37.36,80,92,17.0
3392054,Pinheiro,BR,-2.5214,-45.0825,79.63,78,56,4.09
2022773,Khandyga,RU,62.6667,135.6,-20.16,98,100,0.85
3892454,Diego de Almagro,CL,-26.3667,-70.05,79.36,23,0,13.91
1257178,Sargūr,IN,11.9833,76.4167,68.85,53,0,4.36
296852,Erzin,TR,36.9559,36.2,54.0,86,83,5.01
3155152,Gravdal,NO,68.1214,13.5031,37.4,70,75,28.77
1507116,Dudinka,RU,69.4058,86.1778,-27.24,76,0,8.23
1264976,Leh,IN,34.1667,77.5833,13.05,70,84,1.43
1024696,Dondo,MZ,-19.6094,34.7431,78.8,89,75,10.36
1259385,Port Blair,IN,11.6667,92.75,76.75,67,0,5.5
1235846,Matara,LK,5.9485,80.5353,73.24,79,77,10.8
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,59.0,88,40,21.85
361058,Alexandria,EG,31.2156,29.9553,59.0,55,40,13.8
3832899,Viedma,AR,-40.8135,-62.9967,71.04,71,66,18.84
962367,Richards Bay,ZA,-28.783,32.0377,71.98,87,26,5.5
533933,Lovozero,RU,68.005,35.0117,20.89,95,96,18.77
2448083,Agadez,NE,19.75,10.25,64.69,24,0,3.42
146214,Paphos,CY,34.7667,32.4167,56.28,67,75,10.36
3927158,Torata,PE,-17.0769,-70.8433,59.86,82,100,6.38
478532,Urzhum,RU,57.1141,49.9996,24.04,98,92,8.68
3470821,Barra,BR,-11.0894,-43.1417,82.29,55,59,3.94
2034754,Shunyi,CN,40.125,116.6453,36.09,87,90,4.47
3079102,Bohušovice nad Ohří,CZ,50.4932,14.1505,38.07,41,0,14.0
6942800,Kedgwick,CA,47.6446,-67.3434,5.58,92,100,20.47
1636544,Manado,ID,1.487,124.8455,75.2,100,20,1.14
2138285,Tadine,NC,-21.55,167.8833,79.32,72,68,11.3
1485997,Yeniseysk,RU,58.4497,92.1703,-19.1,86,23,3.69
1260206,Pāsighāt,IN,28.0667,95.3333,65.28,42,42,5.23
3128760,Barcelona,ES,41.3888,2.159,54.97,88,0,9.22
359783,Assiut,EG,27.181,31.1837,59.0,58,0,10.36
945945,Upington,ZA,-28.4478,21.2561,77.0,38,42,6.91
3408368,Acaraú,BR,-2.8856,-40.12,79.83,80,75,12.77
3607797,Laguna Verde,HN,15.2,-88.1667,87.8,58,20,11.5
2137773,Vao,NC,-22.6667,167.4833,77.59,77,93,14.27
706612,Katiuzhanka,UA,50.806,30.1376,35.31,80,99,11.18
1906691,Sa Kaeo,TH,13.75,102.3333,77.97,85,0,5.84
3546791,Moa,CU,20.6569,-74.9403,79.68,63,2,14.07
2460954,Araouane,ML,18.9048,-3.5265,78.53,17,0,11.68
245785,Abéché,TD,13.8292,20.8324,76.39,17,26,12.91
5435464,Pueblo,US,38.2545,-104.6091,62.85,13,1,8.05
2542997,Marrakesh,MA,31.6315,-8.0083,60.8,59,40,6.91
5920381,Chase,CA,50.8165,-119.6857,39.88,25,100,11.5
5924351,Clyde River,CA,70.4692,-68.5914,-5.8,77,90,12.66
1337612,Dhidhdhoo,MV,6.8833,73.1,82.81,64,0,8.57
2120769,Talaya,RU,61.3833,152.75,-27.06,83,99,0.56
3577430,Road Town,VG,18.4167,-64.6167,77.0,73,75,9.22
2953522,Bad Dürkheim,DE,49.4686,8.1664,43.27,70,0,0.49
523392,Naryan-Mar,RU,67.6713,53.087,9.66,95,9,2.84
2317397,Bandundu Province,CD,-3.3167,17.3667,76.26,86,96,6.49
1609610,Klaeng,TH,12.7797,101.6483,79.59,91,12,1.41
3456848,Monte Carmelo,BR,-18.7247,-47.4986,72.19,82,100,6.62
5431716,Montrose,US,38.4166,-108.2673,46.33,22,0,3.0
2127202,Anadyr,RU,64.75,177.4833,-18.4,63,0,11.18
2037078,Hailar,CN,49.2,119.7,0.79,92,8,6.98
3353383,Rundu,NA,-17.9333,19.7667,63.28,90,17,5.14
2171722,Charters Towers,AU,-20.1,146.2667,71.67,85,100,13.0
2132606,Samarai,PG,-10.6167,150.6667,81.19,77,90,9.86
1254444,Tindivanam,IN,12.25,79.65,70.0,84,0,3.15
1626493,Srandakan,ID,-7.9386,110.2506,76.64,86,100,3.44
1852046,Shinshiro,JP,34.9,137.5,40.78,64,0,8.99
6111862,Port Hardy,CA,50.6996,-127.4199,42.8,75,90,8.05
4486983,Bowmore,US,34.9421,-79.3031,50.02,32,1,4.61
934322,Mahébourg,MU,-20.4081,57.7,78.8,89,75,10.36
3440777,Rocha,UY,-34.4833,-54.3333,76.3,77,7,12.73
3455036,Paraty,BR,-23.2178,-44.7131,84.2,54,40,5.75
3979216,Camalú,MX,30.85,-116.0667,73.99,1,0,5.99
1307741,Myitkyina,MM,25.3833,97.4,62.62,64,0,1.43
3373652,Oistins,BB,13.0667,-59.5333,82.4,54,75,18.41
933734,Gweta,BW,-20.1833,25.2333,70.27,63,35,4.61
2121025,Srednekolymsk,RU,67.45,153.6833,-33.7,91,100,0.81
1674199,Yilan,TW,24.757,121.753,60.01,99,100,6.26
1701394,Manuk Mangkaw,PH,4.8,119.85,81.7,80,98,11.72
2134814,Sola,VU,-13.8833,167.55,81.48,82,100,19.66
2252606,Bakel,SN,14.905,-12.4568,87.93,12,1,11.21
1244926,Hambantota,LK,6.1241,81.1185,73.94,79,5,14.67
3628473,San Cristobal,VE,7.7669,-72.225,84.2,54,40,10.36
1785036,Zhangye,CN,38.9342,100.4517,30.58,50,0,2.75
3405304,Bom Jesus,BR,-9.0744,-44.3586,76.39,88,85,4.05
2869756,Monschau,DE,50.55,6.25,42.4,81,0,6.24
4301317,Morehead,US,37.2711,-87.1764,48.96,25,1,4.05
1489401,Toora-Khem,RU,52.4675,96.11,8.76,90,95,2.66
1267433,Kattivākkam,IN,13.2167,80.3167,73.4,88,20,5.75
533690,Luga,RU,58.7372,29.8453,30.79,88,0,9.15
1799574,Nanzhang,CN,31.7765,111.8386,45.18,68,49,2.77
3567834,Baracoa,CU,20.3467,-74.4958,78.21,71,17,7.9
2347758,Bara,NG,10.3744,10.7288,83.64,12,99,13.38
1273136,Deūlgaon Rāja,IN,20.0167,76.0333,72.93,15,0,4.68
3994607,Nuevo Ideal,MX,24.8875,-105.0728,71.42,20,0,1.88
1253217,Vettavalam,IN,12.1,79.25,69.57,80,0,2.33
777019,Vardø,NO,70.3705,31.1107,26.6,93,75,26.46
3449427,Santos Dumont,BR,-21.4567,-43.5525,73.4,60,40,8.05
5710035,West Wendover,US,40.7391,-114.0733,42.8,33,1,5.75
3617459,Nueva Guinea,NI,11.6876,-84.4562,82.83,59,13,15.99
6160919,Taber,CA,49.8167,-112.1518,50.18,30,46,25.32
135423,Shahrud,IR,36.4182,54.9763,40.73,77,72,6.15
1214026,Sabang,ID,5.8933,95.3214,81.59,75,5,4.25
158024,Kibakwe,TZ,-6.7167,36.3667,65.03,90,83,3.11
1337607,Kudahuvadhoo,MV,2.6708,72.8944,81.93,70,65,13.78
1816751,Beidao,CN,34.5686,105.8933,40.44,74,75,2.86
1256572,Sherghāti,IN,24.5667,84.7833,59.0,67,0,5.41
1275719,Bihārīganj,IN,25.7333,86.9833,58.42,32,0,5.55
3995010,Nazareno,MX,25.3833,-103.4167,65.07,26,1,5.82
1856392,Muroto-misakicho,JP,33.2833,134.15,42.55,64,0,13.6
1496503,Noyabrsk,RU,63.1994,75.4507,-2.02,92,100,20.71
690038,Velyka Mykhaylivka,UA,47.0794,29.8514,40.3,80,24,13.2
6145890,Shelburne,CA,44.0787,-80.2041,27.0,61,72,1.01
1259091,Kollam,IN,8.8833,76.6,80.6,74,20,3.44
1791779,Wanning,CN,18.8003,110.3967,70.41,91,93,7.63
1812256,Dongsheng,CN,39.8161,109.9776,30.04,81,0,10.87
2450173,Taoudenni,ML,22.6783,-3.9836,70.65,20,0,10.4
103630,Najrān,SA,17.4924,44.1277,77.0,23,0,4.61
3530908,Chignahuapan,MX,19.8333,-98.0333,58.51,64,61,7.0
2973882,Soyaux,FR,45.65,0.2,49.84,62,0,4.61
3347019,Mossamedes,AO,-15.1961,12.1522,73.27,80,2,3.24
610864,Khani,GE,41.9563,42.9566,35.6,93,0,5.75
3983058,Silao,MX,20.9333,-101.4333,80.6,29,40,8.05
3055108,Beremend,HU,45.7911,18.4326,39.02,75,0,2.3
2125693,Evensk,RU,61.95,159.2333,-3.46,91,90,4.81
934649,Cap Malheureux,MU,-19.9842,57.6142,77.0,81,4,1.01
1308522,Monywa,MM,22.1167,95.1333,73.2,27,0,6.67
2194098,Ahipara,NZ,-35.1667,173.1667,68.97,84,90,9.04
3393692,Itarema,BR,-2.9248,-39.9167,79.27,81,55,12.19
178522,Voi,KE,-3.3945,38.563,73.69,74,54,4.56
2027044,Batagay,RU,67.6333,134.6333,-38.29,81,97,2.19
780687,Berlevåg,NO,70.8578,29.0864,30.2,59,75,21.85
1540711,Muravlenko,RU,63.7898,74.523,1.78,93,100,19.33
2136150,Luganville,VU,-15.5333,167.1667,83.98,76,100,4.74
1261110,Nūzvīd,IN,16.7833,80.85,68.86,85,0,2.35
3580733,Bodden Town,KY,19.2833,-81.25,82.99,70,20,9.22
1847947,Shingū,JP,33.7333,135.9833,36.64,78,0,9.51
4276614,Olathe,US,38.8814,-94.8191,59.05,24,1,12.66
3466005,Cocal,BR,-28.6167,-49.35,82.99,81,100,1.16
3405215,Bonfim,BR,3.0833,-59.95,88.66,35,27,13.87
6441022,Saint-Estève,FR,42.7131,2.843,52.93,87,20,2.3
3906765,Quime,BO,-16.9833,-67.2167,56.55,70,98,5.39
1150965,Ranong,TH,9.9658,98.6348,74.14,92,6,2.98
2122293,Ozernovskiy,RU,51.5,156.5167,33.04,92,100,25.7
286621,Salalah,OM,17.0151,54.0924,77.0,73,40,4.61
1855612,Nara,JP,34.6851,135.8049,38.71,65,75,8.05
3974329,Dulce Grande,MX,23.0,-102.1667,73.4,23,20,13.8
4969398,Lewiston,US,44.1003,-70.2148,19.04,30,1,25.32
5866063,Kenai,US,60.5544,-151.2583,17.06,79,90,12.66
5392126,San Joaquin,US,37.9333,-121.3011,63.21,41,1,3.62
3871336,Santiago,CL,-33.4569,-70.6483,84.61,39,40,8.05
1853174,Sakaiminato,JP,35.55,133.2333,39.2,56,75,14.97
4564133,Dorado,PR,18.4588,-66.2677,78.87,61,40,12.66
3356832,Henties Bay,NA,-22.116,14.2845,66.99,88,0,1.99
3386213,Touros,BR,-5.1989,-35.4608,82.4,69,40,10.36
3137469,Sørland,NO,67.667,12.6934,39.2,81,75,20.71
942701,Vrede,ZA,-27.4257,29.1659,51.73,76,0,3.18
4398730,Moberly,US,39.4184,-92.4382,57.13,33,1,12.66
3939761,Hualmay,PE,-11.0964,-77.6139,78.01,62,68,8.12
